pk,comment,example,contributed_datapoint
15783,don't think so,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15784,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15785,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15786,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15787,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15788,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15789,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15790,"p.120: only agents, experiencers and patients can be realized as subjects; see also p.219ff",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15791,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15792,ditto,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15793,"see 3.3.07: 1996:122;124: for unaccusatives a prefix as well as a suffix is used, e.g. avei i-pala-i tree 3sg-split-3sg 'The tree split'.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15794,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15795,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15796,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15797,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15798,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15799,"GR: changed N to Y, because [p66] examples (128) & (130): I sneeze does-to me; etc. cf. predicative adjectives [p42] and [p91] involuntary state subjects",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15800,1971:73ff & 1981:156. An example of the contrast is:||(1) NipÃº=mÃ­ rÃ³bÃ¡Ã¡ nÃ¡-la.||3SG=AG/INS stomach eat-3SG.PR.EGO||âHe is eating a stomach (as of a pig).â (Franklin 1971: 74)||||(2) NipÃº rÃ³bÃ¡Ã¡ nÃ¡-la.||3SG stomach eat-3SG.PR.EGO||âHe has a stomach ache.â (Franklin 1971: 75),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15801,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15802,"p.212; 358: 'cold (etc.) (Object Px)-hau' = 'X has a cold, sickness, etc.'",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15803,"P.53: suggests no special morpho-syntactic distinction: ""A special subtype of intransitive clauses is based on experiential verbs, intransitive verbs that take a bodypart as their first argument and express emotional and physical experiences. Because the bodypart argument is always subject, the verb is always a third person form. The verb and the bodypart NP are both obligatory constituents in the experiential intransitive clause:||||(4.7)  nÃ¡-qer-e      me-tutÃº-rita-bi||   my-ear-M   3.S-hurt-DUR-3SG.M||I (male) have pain in my ear.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15804,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15805,"p.100: Experiencer is Topic in the case of physical or psychologiccal states, e.g Hon nan g-Ã¶p '1pl thing do-perf3s' = 'We are ill'.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15806,p.340: Type II verbs are divided into + control and - control verbs:,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15807,"p.104: The verb -telo is used with predicates that denote physical and psychological experiences, with the verb always being 3sg: nu lÃ©p-telo 1sg ill-be.3sg.real' = 'I am ill'.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15808,"Marind has a considerable numer of uncontrolled predicates (p.100). The grammatical subject is always 3SG, sometime a separate noun",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15809,Although the state of mental condition (p.40) may qualify,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15810,Stuff like: (the man) fall-him-hit-3sg = 'he fell'??? Sickness hits me?? KM: I wrote an article years ago On the Concept of Person in the Laycock Festschrift (PL C-110) in which you will find some of these.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15811,"Very likely: NP. P.14: idiomatic expressions; but not clear to me yet; Levels & Chaining p.15 provides an example of an 'impersonal' (experiential) construction, triggering an anomalous SS marking: he heard and his mind sad-for.him-it did. However there are at least three different grammatical ways of encoding various uncontrolled events and I'm not convinced that there is a resounding YES to this question.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15812,"p.75: emotions, body functions expressed as possessed nouns, e.g. n-ilil = my-fear; cf. p114: ni-kayna er-ti e-n uram aji ilil weyk kub-ma-ni-r 'my-inside 3sg-REF say-INF talk ERG/INS fear much be-incompASP-1sg.OBJ-3sg' = 'I am anxious about what is said about him'. I.o.w. 3sg acts on 1st person = experiencer.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15813,WAF: in elevational/directionals (see my paper in the Foley ed (1993) for more on all this),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15814,p.126ff: impersonal experiential predications,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15815,p.96: experiential clauses,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15816,"ex (159) on p.122; see further p.187-188: Impersonal constructions: they are superficially transitive, but subjectless, subject suffix is invariably 3sg; but no overt subject NP",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15817,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15818,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15819,"p.226: same constructions for 'be angry', 'see/hear' and 'spear'",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15820,"The 'truly' intransitive verbs, see Appendix B; and p.42",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15821,p.31/33: Class 6 verbs = statives,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15822,"p.50ff: Some mark the Experiencer [E] of the predication with a prefix on the verb: 292) ignas2:14 uwi m-ati, cold 3mp[E]-die||âthey[E] are cold,â; 295) Nge ni munyu k-ite-ng. 1s 3s/p shame 1s[E]-fill-3ms[I]||âI[E] feel shame before him[I].â",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15823,"e.g. p.282: all physiological and psychological state verbs belong to class I, e.g. apu (ap-) âsleepâ (class I), anyapaluku âbe tiredâ (class I), hihifu âbe happyâ (class I); see also p.322",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15824,"a small set of experientials, p.226-227",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15825,see 2000:33-34: Many Activity verbs are ambiguous as to whether the action is controlled/volitional or not:,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15826,"p.21-22: Stative intransitive verbs employ only the objective prefixes, though the objective prefix must be preceded with third-person non-human subjective prefix i-: (101) i-hi-bole||3-1-tired||âIâm tiredâ see also p.55 for 'split-intransitive' system",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15827,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15828,"There are a number of 'impersonal verbs' . These encode their experiencer as object and may or may not have an identiable subject. e.g. Bele ngan-denge-karrme (cramp   3/1-foot-grabPP) 'I've got a cramp in my leg' (p.579). See also Gebdjined ngan-h-ma-ng (cold 1/3-IMM-take-NP) 'I have a cold (lit: a cold gets me) (p.583).||One Kunwinjku verb can incorporate bodily source of pain apparently as subject: e.g. Ngan-yidme-kadju-ng (3/1-tooth-chase-NP) 'My tooth is hurting me' (p.469). This is unusual because it is the only verb recorded as incorporating body parts as transitive subject. There is also a special set of 'predicate adjectives'. These are unusual in that they are only used predicatively and take the normal set of pronominal prefixes found with verbs, whereas other adjectives take a slightly different set when used as predicates. The predicate adjectives all refer to uncontrolled states:  babang 'be sore, sick'||gangemak 'happy', warnyak 'not feel like, not want', banj 'stink(ing)', bonjdjek 'cold', dulmuk 'heavy'  [maybe banj doesn't fit that well] (p.558).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15829,"There is a set of three 'adjectival' predicates: dja:l/duktuk  ""want, like, desire, love"", marnggi/marrpuy ""know, be familiar with, know how to use, know about""||dhunga   ""be ignorant of, be unfamiliar with, not know how to use, not  know about"" (p.556, 11.1.6). These three non-verbal predicates are associated with the case-array S/IO [NOM/ABS - DAT]. They subcategorize for a subject and a dative as do many verbs expressing emotions and mental states (refers to section 12.2.1.3 here). These three are the only non-verbs with this case frame.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15830,No examples in the literature. Mushin p.c : No morphological distinction I can think of.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15831,There is an impersonal construction but all verbs which participate in it can also participate in the personal construction (McGregor pers. comm.),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15832,"ubi 'want' takes dative second argument while minayoepathaman 'believe' has ergative subject, intransitive verb morphology and second argument can be oblique or a direct object (Comrie 1981:16, 23).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15833,"Some uncontrolled events or states are expressed using nominal predicators or predicate nominals: mungurru 'knowing, knowledgable', burdumbanyi 'ignorant, not knowing', birrmurdami 'know, be painfully aware that (clause), be sad||mulurra 'jealous', dardakayulaanda 'be gut-scared', jirdaa hungry, mibulka asleep, riki in tears (see p.231 and p.319). Predicate nominals are unusual in that they can only be used as predicates, never in referential or attributive function. Nominal predicators are unusual in that they can take quasi-arguments when they function as predicates.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15834,"There are two divalent predicate adjectives: walmeerem 'knowing' and pamngongkom 'ignorant (of)'. These are part of the very small class of predicate adjectives and are the only bivalent ones. However, Alice suggests that what unites them is not being 'uncontrolled' but that they are related to knowledge. They both subcategorise for [NOM, ACC]  so are also part of the relatively small set of predicates that are quasitransitive, as transitive verbs have an [ERG, ACC] case frame. e.g. Engine parr_r pamngongkom  yancm. [engine(ACC) child(NOM) ignorant.of go:P.IPFV ] â(we) children didnât know about (jet) enginesâ (p.455).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15835,Many non-controlled events are expressed by verbs with lexicalised agreement - so their expected subject is encoded differently to other verbs. It may be encoded as object as in the verb -ngartpanpu 'O have headache' or not indexed on the verb at all as in the verb -warlkanyi 'fall' which only shows agreement with a 3rd person Vegetation gender dummy subject. There are also verb-noun idioms in which a nominal such as wuyak 'sickness' seems to play to role of transitive subject. See thesis chapters on lexicalised agreement.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15836,"Experiencer object verbs with a 3sg subject are common. e.g. -tyirr 'sweat', -yer 'itch' both inflect for experiencer object and 3sg 'dummy' subject (Walsh 1976a: 2.1.10.4). See article Walsh (1987) which looks at this set of verbs in detail. Some of the vouns and nerbs discussed by Walsh (1996b) may also be uncontrolled predicates.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15837,For some non-controlled events and states the experiencer is encoded as object or indirect object. e.g.  -rrarawami 'die' has dummy Feminine subject. In expression for 'sneeze' the subject is a ostensibly the noun jikipirti 'sneeze' and the experiencer is the object: Jikipirti yi-mini-pirni. [sneeze 3m.PST.S-1sg.DO.-hit] 'I sneezed' (Lit: a sneeze hit me) (Lee 1987:271).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15838,One predicate is noted as having a dative experiencer while it syntactic subject is dummy subject or else the particle/coverb acts as subject. Murlrnbun wiyira. (trouble w-fut-be-1sgDAT) I'll get into trouble (lit: trouble will affect me). Note that experiencer is encoded as dative through pronominal suffix while the verb has 3rd person w-gender subject pronominal prefix (one of the two non-human genders). It is not clear whether the subject pronominal prefix is some type of default marker for dummy subjects or reflects the gender of the particle/coverb murlnbun 'trouble' when it is a noun (p.114).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15839,"Some uncontrolled events have unusual case-frames. Nash(1986):p.201 lists four verbs which are one-place predicates but their subject takes ergative marking, e.g. ngungkurru-rni 'ERG snore'. A number of uncontrolled states are expressed by nominal predicates rather than verbal predicates, such as lani 'afraid'.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15840,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15841,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15842,"It seems to be the case for what are called intransitives subclass I, p.33: the 'subject' is marked with the regular object prefix, while the true subject is always 3sg as final suffix",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15843,see p.60 for what Drabbe calls 'eventieve' werkwoorden,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15844,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15845,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15846,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15847,"potentive mood marker maka prefixed to verbs to indicate ""states of being, ability, need, ?involuntary? activity, coincidental activity, or abilitative activity."" p.340",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15848,potentive,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15849,"p. 319 prefix ti- indicates 'accidental/agentless passive' (may also indicate 'potential' as in ""readable""",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15850,potentive groups non-volitional and abilitative,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15851,p. 218 & 221,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15852,acc. to [Sch] there is a class of verbs with the prefix maka or ma indicate ability or involutantary action but once they have the morpheme they behave like all others. acc. to [A&H] dynamic vs. stative/potentive verbs take different voice paradigms,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15853,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15854,no positive evidence,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15855,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15856,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15857,"AF: well, some uncontrolled events/states will be syntactically expressed using an inanimate force as A and the affected participant as O: e.g., /na-mhekuk ma-galeg no/ 'Hiccups is making me' (opp. Controlled events where the agentive participant will be encoded as A)",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15858,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15859,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15860,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15861,Haven't seen any,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15862,"I concur with Foley (1986:131): possibly, but more detailed work would be necessary",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15863,No mention of it.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15864,"Verbs with unusual case frames are mentioned p.137 but they do not predominantly express uncontrolled events/states, e.g. 'wear something', 'share', 'believe', 'fear'. Claire Bowern comments: I didn't find anything like this but there might have been more of this system in the Laves texts. Nyikina's ergative marking works like this.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15865,There do seem to be quite a few noun-verb idioms for mental states.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15866,"Experiencer predicates are formed using a verb -bark ~ barug 'happen'. This verb combines with a noun such as nyap 'thirst' or werer 'hunger' and the experiencer is expressed as the possessor of this noun. The genitive pronoun form a noun complex with the abstract noun. What is unusual is the the  verbal encoding of number corresponds to the genitive experiencer, whereas it usually only corresponds to core arguments.  For example Kara nyap bark-i [1sgGEN thirstS happen(sg)-PERF] 'I am thirsty' . The same abstract nouns can be used in an alternative construction with a locational suffix in an equational clause : E nyap-ge da-li. [2sgS thirst-LOC non-plural.S.be-PR.IMPF] 'He is thirsty' (p.187). c.f. the two alternative experiencer constructions in Kalam reported by Pawley.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15867,"No strong evidence of this. There are some verbs with unusual case frames but they cannot be categorised as uncontrolled predicates. The verb wurinth- 'reply' is unusual in that it takes an ergative subject, but the speech complement could act as the object (Cerin:40). In any case it is not uncontrolled. A number of transitive and ditransitive verbs have an alternative argument frame in which the usually accusative-marked object/theme instead takes the preposition malalw 'for' (Cerin:42).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15868,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15869,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15870,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15871,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15872,Cablitz p.78-88,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15873,p. 151 non-volitive mood (=potentive),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15874,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15875,potentive,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15876,potentive prefix p.678,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15877,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15878,"although historically there was, this distinction has disappeared in modern Cham",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15879,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15880,Examples on p. 33 (27) little hunger k-m hu-f 1sg-to affect-non-past = 'I feel a little hungry'; p.139; and discussion p.147 so-called ERG verbs.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15881,"It looks like: by means of /ta + POSsx/ constructions, see p.279-286",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15882,Haven't seen evidence,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15883,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15884,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15885,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15886,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15887,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15888,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15889,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15890,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15891,"""Involitive"" prefix ke-",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15892,EXP encoded as subject vs. encoded as APPL,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15893,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15894,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15895,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15896,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15897,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15898,"""Involitive Object Voice"" (prefix ka-) marks accidental nature of action (Davies p. 29)",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15899,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15900,"There is a class of experiential verbs referred to as 'stative verbs' which are unusual in being able to be predicates without any inflection (p.214). The meanings of the examples given are 'thirsty', 'hungry' and 'sick'.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15901,Not mentioned,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15902,Â,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15903,None mentioned,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15904,Not mentioned,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15905,"see p.58, 60 & 75: /i-tatam-si/ he-sick-it = 'he is sick'; /a-tatam-si/ '1sg-sick-it' = 'I am sick'; similar to all transitive verb phrases.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15906,the examples of emotions etc on p.133 do not constitute a morpho-syntactic distinction; such predicates are followed by /i/ + NP or participle; not different from Location marker (also p.133).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15907,p.77: voicing = no or unimportant agent: /ek-hida/ 'be torn (volitionally)'vs /eg-hid/ 'be torn (accidentally).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15908,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15909,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15910,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15911,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15912,Would active/stative variation qualify? Check! IB: I'd say yes with medio-active Vs (p 145-150),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15913,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15914,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15915,p.202-204: with prefix /ter-/,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15916,"at first glance (p.60-67) stative, active, etc. verbs suggest N, but p.101 gives contrast between body-part as Subject (no control) and as part of verbal predicate (some control)",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15917,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15918,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15919,"p.23: ""Experiential verbs"" always have 2/3/sg verbal affixation (is zero!).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15920,"e.g. p.83: /ne maiy-ab/ 1sg hunger-3PRES for 'I'm hungry'; see p.24-25 for other ""experiential verb words"".",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15921,"apparently, (some) uncontrolled events, cf. p.99-100",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15922,On the basis of p.30 ('Qualities take different verbs; they are complements of other nouns: [na bina gul sungwi] 'I my.head pain it.strikes' for 'I have a headache',,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15923,"I think more accurate to say no: there are different restrictions concerning verbal morphology that is appropriate to control and non-control events, but these are fairly transparently driven by semantics of individual morphemes. p.79; 258-266; but not really sure; they look like normal bivalent clauses, but the uncontrolled states have morphosyntactic restrictions.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15924,p.135: So-called 'Impersonal' verbs for physiological experience and mental states,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15925,GS: Canât picture it. So N.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15926,p.164: impersonal experience verbs form a small class.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15927,p.64,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15928,p.123: physiological states are normal intransitives.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15929,"p.33: ""Impersonal or idiomatic: Subject sx is 3sg regardless of what the ""free Subject"" may be. Example: [Na wo uze ino-i-a] '1sg fish hunger do-3sg-IND' for I am hungry for fish'",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15930,"e.g. (395)  Ne omana  tonen.||          1S hunger cut-1.OBJ-3S.RE.pf||          I am hungry (lit. The hunger cuts me.), p.75; also 'desire': (402)  Ne mena  -ne   -de e!||           1S desire-1.OBJ-3S 2||           I want you!||P.76",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
15931,Unknown; there is little data on controlled/voluntary vs uncontrolled/involuntary predicates. Deontic modality- marked by the future tense auxiliary- is a possibility.,,Jesse Peacock
15932,,,Harald Hammarstrom
15933,"Probably not, no examples found in consulted grammars.",,Jakob Lesage
15934,,,Swintha Danielsen 2008-05-25
15935,,,Swintha Danielsen 2008-05-25
15936,,,Swintha Danielsen 2008-05-25
15937,,,Swintha Danielsen 2008-05-25
15938,,,Swintha Danielsen 2008-05-25
15939,,,Swintha Danielsen 2008-05-25
15940,,,Swintha Danielsen 2008-05-25
15941,,,Swintha Danielsen 2008-05-25
15942,,,Swintha Danielsen 2008-05-25
15943,,,Swintha Danielsen 2008-05-25
15944,,,Swintha Danielsen 2008-05-25
15945,,,Swintha Danielsen 2008-05-25
15946,,,Swintha Danielsen 2008-05-25
15947,,,Swintha Danielsen 2008-05-25
15948,,,Swintha Danielsen 2008-05-25
15949,,,Swintha Danielsen 2008-05-25
15950,,,Swintha Danielsen 2008-05-25
15951,,,Swintha Danielsen 2008-05-25
15952,,,Swintha Danielsen 2008-05-25
15953,,,Swintha Danielsen 2008-05-25
15954,,,Swintha Danielsen 2008-05-25
15955,,,Swintha Danielsen 2008-05-25
15956,,,Swintha Danielsen 2008-05-25
15957,,,Swintha Danielsen 2008-05-25
15958,,,Swintha Danielsen 2008-05-25
15959,,,Swintha Danielsen 2008-05-25
15960,,,Swintha Danielsen 2008-05-25
15961,,,Swintha Danielsen 2008-05-25
15962,,,Swintha Danielsen 2008-05-25
15963,,,Swintha Danielsen 2008-05-25
15964,,,Swintha Danielsen 2008-05-25
15965,,,Swintha Danielsen 2008-05-25
15966,,,Swintha Danielsen 2008-05-25
15967,,,Swintha Danielsen 2008-05-25
15968,,,Swintha Danielsen 2008-05-25
15969,,,Swintha Danielsen 2008-05-25
15970,,,Swintha Danielsen 2008-05-25
15971,,,Swintha Danielsen 2008-05-25
15972,Not explicit,,Harald Hammarstrom
15973,Not explicit,,Harald Hammarstrom
15974,,,Harald Hammarstrom
15975,Not explicit,,Harald Hammarstrom
15976,"there is a construction which has some functions of the passive, 438, but it is not a phonological unit with the verb.",,Jeremy Collins
15977,,,Jeremy Collins
15978,,,Jeremy Collins
15979,"There is a passive construction, but it is not morphologically bound to the verb.",,Jeremy Collins
15980,,,Jeremy Collins
15981,,,Jeremy Collins
15982,,,Jeremy Collins
15983,,,Jeremy Collins
15984,,,Jeremy Collins
15985,,,Jeremy Collins
15986,,,Jakob Lesage
15987,Apparently not,,Harald Hammarstrom
15988,"Toronzoni (1989: 548) describes -ngbí as a detransitivizing suffix that allows 'suppression' of the subject. Lekens (1923: 88-89), however, claims that there is no passive?",,Jakob Lesage
15989,"In the Finnish passive voice construction it is prohibited to express the agent in the same clause. This matter was discussed in relation to previous codings, feature F147 encompasses both constructions where the agent-role cannot be expressed by any means and other constructions where it is optional.",,Hedvig Skirgård
15990,,,Jeremy Collins and Hedvig Skirgård
15991,,,Hedvig Skirgård
15992,"Unclear if this conforms to the passive of NTS, not enough information.",,Hedvig Skirgård
15993,"There is a medio-passive that is used in sentences that correspond to a passive in English, but it is not defined as a ""true"" passive by Voisin-Nouguirer and Creissels.",,Hedvig Skirgård
15994,,,Hedvig Skirgård
15995,,,Hedvig Skirgård
15996,,,Hedvig Skirgård
15997,,,Hedvig Skirgård
15998,At least not on the verb.,,Hedvig Skirgård
15999,,,Hedvig Skirgård
16000,,,Hedvig Skirgård
16001,,,Hedvig Skirgård
16002,,,Hedvig Skirgård
16003,Checked Dumestre (1987) without success.,,Hedvig Skirgård
16004,,,Hedvig Skirgård
16005,,,Hedvig Skirgård
16006,,,Hedvig Skirgård
16007,,,Hedvig Skirgård
16008,,,Hedvig Skirgård
16009,,,Hedvig Skirgård
16010,,,Hedvig
16011,,,Hedvig Skirgård
16012,,,Hedvig Skirgård
16013,,,Hedvig Skirgård
16014,"There is one passive construction formed with a bound marker on the ver (""-ù"") where the agent is surpressed and cannot be expressed, even by oblique, but it is worth noting that the object does not change case-marking.",,Hedvig Skirgård
16015,Defina and van Putten agrees.,,Hedvig Skirgård
16016,,,Hedvig Skirgård
16017,,,Hedvig Skirgård
16018,,,Hedvig Skirgård
16019,,,Hedvig Skirgård
16020,,,Hedvig Skirgård
16021,,,Hedvig Skirgård
16022,,,Hedvig Skirgård
16023,,,Hedvig Skirgård
16024,,,Hedvig Skirgård
16025,,,
16026,You can express the agent.,,Hedvig Skirgård
16027,,,Hedvig Skirgård
16028,,,Hedvig Skirgård
16029,,,Hedvig Skirgård
16030,the grammar states explicitly that there is no syntactic passive construction. I think there is a morphological passive based on examples on p. 137,,Suzanne van der Meer
16031,,,Suzanne van der Meer
16032,,,Suzanne van der Meer
16033,,,Suzanne van der Meer
16034,,,Suzanne van der Meer
16035,,,Suzanne van der Meer
16036,,,Suzanne van der Meer
16037,,,Suzanne van der Meer
16038,,,Suzanne van der Meer
16039,this is risky,,Suzanne van der Meer
16040,,,Suzanne van der Meer
16041,,,Suzanne van der Meer
16042,,,Suzanne van der Meer
16043,,,Suzanne van der Meer
16044,,,Suzanne van der Meer
16045,,,Suzanne van der Meer
16046,,,Suzanne van der Meer
16047,inverse?,,Suzanne van der Meer
16048,,,Suzanne van der Meer
16049,,,Suzanne van der Meer
16050,passive/reflexive,,Suzanne van der Meer
16051,,,Suzanne van der Meer
